DEPTH,CALI,DT,NPHI,PHIE,RHOB,SW,litho,VCLC,VDOL,VOL_SHALE,VSAN .V/V
2641.7016,5.6659,65.8535,0.1061,0.0742,2.5942,0.1857,2,0.0008,0.3918,0.134,0.3776
2641.854,5.717,61.1776,0.1008,0.0672,2.6249,0.2243,2,0.1183,0.4566,0.1054,0.2355
2642.0064,5.7654,58.1206,0.0961,0.0488,2.6542,0.2384,2,0.4319,0.3836,0.1064,0.0121
2642.1588,5.6781,57.9247,0.0915,0.0344,2.6514,0.0109,4,0.5211,0.2938,0.1298,0.0
2642.3112,5.6748,57.9059,0.089,0.0372,2.6486,0.0006,4,0.5492,0.2751,0.1193,0.0
2642.4636,5.654,57.3717,0.0889,0.0452,2.6459,0.0385,4,0.5416,0.2959,0.0987,0.0026
2642.616,5.6012,58.7412,0.0901,0.073,2.6393,0.22,2,0.1843,0.4807,0.0574,0.1953
2642.7684,5.6491,60.0263,0.0924,0.0918,2.6316,0.2222,1,0.009,0.5682,0.0321,0.2937
2642.9208,5.6495,60.5459,0.0997,0.1056,2.6238,0.2199,1,0.0,0.6032,0.0144,0.2745
2643.0732,5.6485,60.8378,0.1045,0.1091,2.6099,0.2176,1,0.0,0.5863,0.0179,0.2837
2643.2256,5.6802,63.4604,0.1064,0.1067,2.5893,0.2018,2,0.0,0.4949,0.046,0.345
2643.378,5.6781,65.3808,0.1016,0.1057,2.5688,0.1797,2,0.0,0.3936,0.059,0.4322
2643.5304,5.5583,66.4025,0.1021,0.1077,2.5478,0.0661,2,0.0,0.3286,0.0664,0.4866
2643.6828,5.637,68.2763,0.1079,0.1041,2.5252,0.0548,6,0.0,0.2523,0.0991,0.5285
2643.8352,5.6408,70.173,0.1164,0.0905,2.5026,0.0215,6,0.0,0.1592,0.1587,0.5661
2643.9876,5.7934,71.7224,0.1205,0.0899,2.48,0.0222,6,0.0,0.0889,0.1798,0.6125
2644.14,5.8314,73.7196,0.1191,0.0836,2.4717,0.0359,6,0.0,0.0186,0.2065,0.658
2644.2924,5.794,73.6808,0.118,0.0843,2.4646,0.079,6,0.0,0.0007,0.2056,0.6763
2644.4448,5.7724,73.7644,0.1172,0.0885,2.4576,0.1206,6,0.0,0.0,0.1979,0.6817
2644.5972,5.7012,75.0179,0.1148,0.0896,2.4565,0.1462,6,0.0,0.0,0.2016,0.6763
2644.7496,5.772,74.7168,0.1132,0.0836,2.4587,0.1761,6,0.0,0.0,0.2123,0.67
2644.902,5.9274,74.0889,0.1123,0.0719,2.461,0.2081,6,0.0,0.0,0.2358,0.6542
2645.0544,5.9296,74.3685,0.1164,0.0681,2.4535,0.2035,6,0.0,0.0,0.2552,0.6356
2645.2068,5.9993,75.4314,0.1173,0.0726,2.4283,0.1563,6,0.0,0.0,0.2636,0.6214
2645.3592,6.1217,78.0932,0.1218,0.0857,2.403,0.1076,6,0.0,0.0,0.265,0.6066
2645.5116,6.1552,82.1937,0.1262,0.1086,2.3767,0.0766,6,0.0,0.0,0.252,0.5988
2645.664,6.1518,85.359,0.1357,0.15,2.3368,0.0701,6,0.0,0.0,0.1972,0.6211
2645.8164,6.0256,89.9395,0.1439,0.1867,2.2969,0.0568,6,0.0,0.0,0.1625,0.6246
2645.9688,5.8469,94.2567,0.1551,0.2231,2.257,0.0474,6,0.0,0.0,0.1291,0.6269
2646.1212,5.752,95.824,0.1628,0.2353,2.2535,0.0614,6,0.0,0.0,0.119,0.6265
2646.2736,5.7678,96.5528,0.1652,0.2342,2.2594,0.0754,6,0.0,0.0,0.1272,0.6182
2646.426,5.8182,95.7066,0.1661,0.2273,2.2653,0.0902,6,0.0,0.0,0.1368,0.6139
2646.5784,5.8352,93.7365,0.1662,0.2058,2.2719,0.1044,6,0.0,0.0,0.1754,0.5907
2646.7308,5.8384,91.778,0.1765,0.1833,2.2792,0.1198,6,0.0,0.0,0.2257,0.5547
2646.8832,5.9904,88.0632,0.1823,0.1506,2.2864,0.1406,6,0.0,0.0,0.2868,0.5164
2647.0356,6.0097,91.1118,0.1833,0.1364,2.2895,0.1303,2,0.0,0.0,0.3425,0.466
2647.188,6.0066,91.1158,0.181,0.1155,2.2786,0.0659,2,0.0,0.0,0.398,0.4224
2647.3404,5.9699,93.6303,0.1661,0.1256,2.2677,0.0345,2,0.0,0.0,0.3791,0.4342
2647.4928,5.8607,94.6757,0.154,0.1602,2.2568,0.0471,6,0.0,0.0,0.2914,0.5015
2647.6452,5.7876,95.7013,0.1516,0.1934,2.2724,0.068,6,0.0,0.0,0.2046,0.5691
2647.7976,5.8012,96.3153,0.1495,0.2066,2.2894,0.0673,6,0.0,0.0,0.1655,0.6013
2647.95,5.8359,96.9172,0.1472,0.2145,2.3063,0.0609,6,0.0,0.0,0.1392,0.624
2648.1024,5.8874,97.5191,0.1352,0.2076,2.3227,0.0609,6,0.0,0.0,0.1412,0.6285
2648.2548,5.9384,98.1211,0.1277,0.1939,2.3387,0.0596,6,0.0,0.0,0.1649,0.6147
2648.4072,5.9546,98.723,0.1204,0.1774,2.3547,0.0552,6,0.0,0.0,0.1964,0.5946
2648.5596,5.9354,99.3255,0.1241,0.1616,2.3631,0.0623,6,0.0,0.0,0.2402,0.5595
2648.712,5.9521,99.9269,0.1247,0.1449,2.3594,0.0943,6,0.0,0.0,0.2889,0.5196
2648.8644,5.9839,100.5289,0.1308,0.1224,2.3558,0.116,2,0.0,0.0,0.3587,0.4612
2649.0168,6.0045,101.1308,0.1487,0.0984,2.3498,0.1164,2,0.0,0.0,0.4449,0.385
2649.1692,6.2087,101.7141,0.1675,0.0978,2.3249,0.0843,2,0.0,0.0,0.4811,0.3437
2649.3216,6.2137,101.743,0.1854,0.0953,2.3001,0.0497,5,0.0,0.0,0.5189,0.3022
2649.474,6.1877,102.3524,0.2278,0.104,2.2752,0.0101,5,0.0,0.0,0.5547,0.252
2649.6264,7.2422,93.667,0.2366,0.0782,2.2845,0.0005,5,0.0,0.0,0.565,0.2659
2649.7788,6.7326,91.5412,0.2089,0.0594,2.3008,0.0,5,0.0,0.0,0.5616,0.2885
2649.9312,5.8894,88.6348,0.1857,0.0558,2.3171,0.0008,5,0.0,0.0,0.5191,0.3415
2650.0836,5.7571,87.639,0.1472,0.0367,2.3638,0.0656,2,0.0,0.0,0.4982,0.3849
2650.236,5.8568,78.2192,0.1232,0.0213,2.4354,0.6407,2,0.0,0.0,0.4156,0.4962
2650.3884,5.859,65.7301,0.1182,0.0237,2.507,0.9822,2,0.2592,0.0019,0.2988,0.3683
2650.5408,5.9274,65.7857,0.114,0.0239,2.5551,1.0,2,0.1902,0.1063,0.2815,0.3527
2650.6932,6.0644,70.1207,0.1084,0.0164,2.5386,0.9999,6,0.0078,0.0411,0.3214,0.5617
2650.8456,6.0484,69.5701,0.1069,0.0137,2.5221,0.9898,6,0.0,0.002,0.3211,0.6116
2650.998,5.9933,70.442,0.1035,0.0243,2.5056,0.4137,6,0.0,0.0,0.3009,0.6263
2651.1504,5.9021,70.5916,0.0992,0.0192,2.5325,0.3793,6,0.0,0.0017,0.2985,0.6325
2651.3028,5.825,68.2587,0.0959,0.0288,2.56,0.3157,6,0.0053,0.1123,0.2503,0.5629
2651.4552,5.6165,63.5125,0.098,0.0364,2.5874,0.5872,2,0.4732,0.0939,0.1849,0.1819
2651.6076,5.7285,62.7581,0.1014,0.0647,2.5279,0.5235,4,0.5689,0.0049,0.1322,0.208
2651.76,5.7306,62.027,0.1133,0.1155,2.4322,0.4956,2,0.4711,0.0,0.0537,0.3511
2651.9124,6.2871,61.2931,0.1268,0.1567,2.3364,0.4794,6,0.3249,0.0,0.0029,0.5151
2652.0648,8.5902,60.5591,0.1478,0.1459,2.2934,0.4928,2,0.285,0.0,0.0651,0.4936
2652.2172,8.8218,59.8252,0.1642,0.1105,2.3215,0.5125,2,0.434,0.0,0.1542,0.2764
2652.3696,8.4463,59.0912,0.14,0.083,2.3497,0.5729,2,0.2501,0.0,0.1823,0.4552
2652.522,6.8885,58.3572,0.117,0.0714,2.3876,0.5932,6,0.2183,0.0,0.1643,0.5196
2652.6744,5.9082,57.6233,0.0914,0.0572,2.4834,0.6986,2,0.4529,0.0,0.125,0.3448
2652.8268,5.8968,56.8893,0.0862,0.0321,2.5792,0.9843,4,0.7891,0.0066,0.133,0.0178
2652.9792,5.9128,56.1567,0.0835,0.0285,2.675,1.0,2,0.4697,0.3621,0.1203,0.0
2653.1316,6.0128,55.3002,0.0828,0.0539,2.6786,0.8584,2,0.4185,0.4648,0.0541,0.0
2653.284,5.9291,50.8311,0.0822,0.065,2.6677,0.8585,2,0.4415,0.4905,0.0025,0.0
2653.4364,5.926,54.2276,0.0824,0.0753,2.6567,0.7858,2,0.48,0.4446,0.0,0.0
2653.5888,6.0154,58.0849,0.0827,0.0667,2.6279,0.877,2,0.4967,0.2928,0.0506,0.0851
2653.7412,6.1898,58.8301,0.0841,0.0611,2.5863,0.6907,4,0.8283,0.0245,0.0693,0.0057
2653.8936,6.1894,63.346,0.0862,0.0491,2.5446,0.7752,2,0.4152,0.0005,0.1518,0.3589
2654.046,6.2008,69.426,0.0931,0.055,2.4922,0.7334,6,0.0209,0.0,0.212,0.6781
2654.1984,6.7037,71.3505,0.105,0.0874,2.4148,0.6489,6,0.0,0.0,0.1912,0.6906
2654.3508,9.4339,72.394,0.1394,0.1097,2.3374,0.6043,6,0.0,0.0,0.213,0.643
2654.5032,9.795,73.4299,0.1818,0.1353,2.2617,0.5448,6,0.0,0.0,0.2307,0.5969
2654.6556,10.2848,74.4658,0.1823,0.1215,2.2683,0.558,6,0.0,0.0,0.2737,0.5608
2654.808,9.48,75.5017,0.1659,0.1214,2.2748,0.5537,6,0.0,0.0,0.2606,0.5761
2654.9604,7.4162,76.5349,0.1371,0.1325,2.2814,0.5346,6,0.0,0.0,0.2077,0.6264
2655.1128,7.7415,76.4855,0.1356,0.1166,2.3193,0.5933,6,0.0,0.0,0.2281,0.6186
2655.2652,6.2805,76.4296,0.1433,0.1105,2.3682,0.6319,6,0.0,0.0,0.2289,0.6238
2655.4176,6.6786,76.3737,0.1523,0.0898,2.4171,0.746,6,0.0,0.0,0.2678,0.5993
2655.57,7.6486,76.3178,0.1555,0.0947,2.419,0.7031,6,0.0,0.0,0.2589,0.6047
2655.7224,8.7458,76.262,0.1652,0.1208,2.3654,0.5495,6,0.0,0.0,0.2254,0.6175
2655.8748,8.7921,76.2061,0.1689,0.1453,2.3117,0.4558,6,0.0,0.0,0.1917,0.6322
2656.0272,9.3003,76.1502,0.1784,0.1519,2.2792,0.4002,6,0.0,0.0,0.1956,0.621
2656.1796,9.246,76.0943,0.1525,0.1074,2.3433,0.4141,6,0.0,0.0,0.2551,0.5964
2656.332,7.1842,76.0385,0.1239,0.0777,2.4075,0.3877,6,0.0,0.0,0.2713,0.6073
2656.4844,6.5474,75.8952,0.1077,0.0468,2.4717,0.2334,6,0.0,0.0,0.3015,0.6032
2656.6368,6.4406,71.9087,0.096,0.0151,2.54,0.4419,6,0.0,0.0,0.3112,0.6236
2656.7892,6.2617,66.5005,0.09,0.0209,2.6088,0.5091,2,0.0,0.2309,0.2388,0.471
2656.9416,6.132,59.2633,0.0852,0.0325,2.6776,0.9787,1,0.0026,0.5276,0.1473,0.2663
2657.094,6.0706,54.429,0.0836,0.0417,2.6903,0.9504,2,0.3662,0.492,0.0777,0.0099
2657.2464,5.8418,56.6903,0.0823,0.0458,2.6682,0.861,2,0.4778,0.3756,0.0816,0.006
2657.3988,5.7113,60.0182,0.0822,0.056,2.6462,0.6808,2,0.0174,0.4778,0.0978,0.3353
2657.5512,5.7962,59.7766,0.0825,0.0554,2.6301,0.6808,2,0.1279,0.3936,0.0987,0.3085
2657.7036,5.8308,57.8592,0.0828,0.0513,2.6259,0.7572,4,0.6443,0.1905,0.0814,0.0195
2657.856,5.794,59.9206,0.0829,0.0628,2.6217,0.6057,2,0.1148,0.3924,0.0855,0.3308
2658.0084,5.7594,60.9167,0.0837,0.0773,2.6172,0.5252,2,0.0049,0.4481,0.0636,0.3959
2658.1608,5.8257,61.5231,0.0854,0.087,2.6054,0.5074,2,0.0,0.442,0.0493,0.4137
2658.3132,5.8416,60.5201,0.0871,0.0996,2.5937,0.4988,2,0.0,0.4612,0.0195,0.4166
2658.4656,5.8403,61.7303,0.0892,0.1026,2.5819,0.3021,2,0.0,0.4269,0.0253,0.4412
2658.618,5.8557,64.0858,0.0889,0.0889,2.5748,0.2488,2,0.0,0.3399,0.0725,0.4871
2658.7704,5.8723,65.7533,0.0898,0.0852,2.5691,0.2235,6,0.0,0.2952,0.0935,0.5111
2658.9228,5.9055,64.9528,0.0918,0.0933,2.5633,0.2183,6,0.0,0.3176,0.0742,0.5029
2659.0752,5.9019,65.6698,0.0954,0.0967,2.5699,0.2085,2,0.0,0.3484,0.0732,0.4698
2659.2276,5.7946,65.6055,0.0999,0.0893,2.589,0.433,2,0.0,0.3981,0.0909,0.407
2659.38,5.702,62.7742,0.102,0.0884,2.6082,0.4703,2,0.0,0.4942,0.075,0.3303
2659.5324,5.7692,60.616,0.105,0.0801,2.6219,0.513,2,0.2451,0.4521,0.0742,0.1366
2659.6848,5.7698,62.2928,0.1087,0.0799,2.6156,0.4647,1,0.0131,0.5175,0.0977,0.276
2659.8372,5.7857,62.4337,0.1054,0.0793,2.6092,0.4527,2,0.0,0.491,0.0983,0.3155
2659.9896,5.8012,61.2637,0.1028,0.0693,2.6028,0.4986,2,0.4755,0.2672,0.0972,0.0752
2660.142,5.7994,63.2066,0.1031,0.0715,2.5869,0.451,2,0.1504,0.3316,0.1183,0.3091
2660.2944,5.797,64.5783,0.102,0.0715,2.5703,0.1693,2,0.0049,0.3204,0.1344,0.4471
2660.4468,5.7789,65.8759,0.1027,0.0717,2.5536,0.1444,2,0.0,0.2621,0.1466,0.496
2660.5992,5.8115,66.7606,0.1044,0.0763,2.5423,0.1655,6,0.0,0.2366,0.1463,0.5173
2660.7516,5.8102,67.2769,0.1059,0.0836,2.5338,0.1998,6,0.0,0.2298,0.1362,0.5284
2660.904,5.826,68.1411,0.1072,0.0874,2.5253,0.224,6,0.0,0.2089,0.1362,0.5456
2661.0564,5.857,69.1407,0.1075,0.073,2.5216,0.2393,6,0.0,0.1505,0.1769,0.5711
2661.2088,5.8561,68.1957,0.1102,0.0424,2.5259,0.3054,2,0.2588,0.0077,0.2371,0.4158
2661.3612,5.8557,66.8734,0.1143,0.0277,2.5303,0.3997,2,0.3252,0.0,0.2672,0.337
2661.5136,6.0782,67.8682,0.1194,0.022,2.5359,0.3971,2,0.3358,0.0,0.2903,0.3053
2661.666,6.0287,66.3886,0.1192,0.0226,2.5554,0.2616,4,0.5161,0.0,0.269,0.149
2661.8184,5.9025,65.2339,0.1177,0.0258,2.575,0.1048,4,0.6857,0.0,0.2411,0.0085
2661.9708,5.8293,63.3288,0.1074,0.0291,2.5945,0.0095,4,0.6851,0.0466,0.2037,0.0027
2662.1232,5.7908,62.4657,0.0958,0.0303,2.6144,0.3242,2,0.3758,0.2,0.1864,0.1776
2662.2756,5.8198,57.9661,0.0919,0.0271,2.6344,0.0183,4,0.6025,0.1911,0.1488,0.0067
2662.428,5.6903,57.3473,0.0861,0.0252,2.6544,0.0059,4,0.5664,0.248,0.1382,0.0
2662.5804,5.962,57.2788,0.0844,0.0264,2.6676,0.3091,4,0.515,0.306,0.1315,0.0
2662.7328,5.8388,56.2431,0.0831,0.0428,2.6746,0.316,2,0.4564,0.4011,0.0859,0.0
2662.8852,5.7992,54.7992,0.0829,0.0511,2.6816,0.319,2,0.4065,0.4755,0.0577,0.0
2663.0376,5.8297,55.4909,0.0828,0.0485,2.6881,0.3043,2,0.3826,0.4914,0.0668,0.0
2663.19,5.7279,54.9965,0.0828,0.0423,2.6929,0.3376,2,0.371,0.4967,0.0776,0.0
2663.3424,5.8078,55.2262,0.0836,0.0381,2.6977,0.36,1,0.3503,0.5082,0.0891,0.0
2663.4948,5.8065,54.2544,0.0845,0.039,2.7024,0.3962,1,0.3175,0.5481,0.0821,0.0
2663.6472,5.7741,54.6749,0.0876,0.0408,2.6908,0.3952,1,0.3457,0.5133,0.0863,0.0
2663.7996,5.772,55.7983,0.0906,0.0418,2.6786,0.3836,2,0.381,0.4653,0.0964,0.0
2663.952,5.7707,56.7686,0.0934,0.0448,2.6663,0.3706,2,0.4131,0.4251,0.1008,0.0
2664.1044,5.7691,57.3813,0.0956,0.0466,2.6617,0.3477,2,0.4146,0.4175,0.1045,0.0
2664.2568,5.7677,57.87,0.0998,0.0477,2.6607,0.3134,2,0.3877,0.4355,0.1112,0.0
2664.4092,5.7663,57.9273,0.1009,0.0442,2.6596,0.2982,2,0.3913,0.4237,0.1213,0.0
2664.5616,5.7654,57.6567,0.0987,0.0419,2.6628,0.305,2,0.3954,0.4221,0.1211,0.0
2664.714,5.7638,55.9403,0.095,0.0404,2.6724,0.3496,2,0.3792,0.4555,0.1076,0.0
2664.8664,5.7631,56.0741,0.0912,0.0404,2.682,0.3622,2,0.3629,0.4783,0.1021,0.0
2665.0188,5.7792,55.253,0.0912,0.0441,2.6879,0.3954,1,0.3309,0.5221,0.0886,0.0
2665.1712,5.7602,56.5798,0.0924,0.0433,2.6677,0.5182,2,0.4164,0.4225,0.1014,0.0
2665.3236,5.7489,57.3727,0.0948,0.0383,2.6476,0.5776,4,0.5045,0.3143,0.1231,0.0
2665.476,5.739,58.5741,0.102,0.0374,2.6274,0.2981,4,0.5501,0.2448,0.1445,0.0
2665.6284,5.737,60.3406,0.1066,0.0316,2.6195,0.2726,4,0.5649,0.199,0.1761,0.0
2665.7808,5.7183,59.9389,0.1132,0.035,2.6139,0.2661,4,0.5345,0.2255,0.1766,0.0
2665.9332,5.6994,60.2981,0.1185,0.0369,2.6083,0.2529,4,0.5162,0.2343,0.1831,0.0
2666.0856,5.6977,61.8563,0.1255,0.0405,2.6026,0.1931,2,0.4862,0.2464,0.1954,0.0
2666.238,5.7138,62.1306,0.1317,0.0504,2.5967,0.4719,2,0.4459,0.2885,0.1854,0.0
2666.3904,5.7311,63.6922,0.143,0.0675,2.5908,0.3933,2,0.3587,0.3726,0.1733,0.0
2666.5428,5.7657,63.4757,0.1433,0.0657,2.5898,0.3787,2,0.3625,0.367,0.1764,0.0
2666.6952,5.8179,62.2609,0.133,0.0538,2.6013,0.4224,2,0.4086,0.3288,0.1798,0.0
2666.8476,5.8507,61.4829,0.1238,0.042,2.6128,0.4526,2,0.4497,0.2923,0.1862,0.0
2667.0,5.8156,60.4116,0.1051,0.0331,2.6243,0.1547,4,0.5468,0.2211,0.1714,0.0
2667.1524,5.7783,59.1123,0.0971,0.0299,2.6501,0.4921,2,0.4954,0.2936,0.156,0.0
2667.3048,5.7401,57.7211,0.0896,0.0224,2.6758,0.5032,2,0.4422,0.3603,0.1508,0.0
2667.4572,5.6836,54.7058,0.0846,0.0284,2.7016,0.2982,1,0.3421,0.5024,0.1095,0.0
2667.6096,5.51,53.8435,0.0825,0.0434,2.7083,0.2285,1,0.297,0.5826,0.0664,0.0
2667.762,5.5391,52.5762,0.0814,0.0624,2.7076,0.237,1,0.2676,0.6537,0.0141,0.0
2667.9144,5.7062,52.5968,0.0813,0.0685,2.7069,0.2137,1,0.259,0.672,0.0004,0.0
2668.0668,5.4922,54.0001,0.0818,0.0733,2.7005,0.2009,1,0.2794,0.6473,0.0,0.0
2668.2192,5.6232,54.5233,0.084,0.0767,2.6868,0.2193,1,0.3212,0.6021,0.0,0.0
2668.3716,5.7097,55.9407,0.0858,0.0857,2.6731,0.2193,1,0.1133,0.6579,0.0,0.143
2668.524,5.7115,57.4365,0.0927,0.0957,2.6619,0.218,1,0.0051,0.7006,0.0003,0.1983
2668.6764,5.7102,57.7456,0.0975,0.0913,2.6641,0.2336,1,0.0,0.708,0.0187,0.1789
2668.8288,5.7096,58.1973,0.0976,0.08,2.6664,0.2513,1,0.0057,0.6777,0.0471,0.182
2668.9812,5.7424,57.4839,0.0967,0.0657,2.6686,0.3031,1,0.3237,0.529,0.0638,0.0076
2669.1336,5.7246,56.8114,0.0978,0.0687,2.673,0.3044,1,0.3007,0.5684,0.0536,0.0
2669.286,5.7227,55.3122,0.0969,0.0865,2.6777,0.3113,1,0.2479,0.6624,0.0028,0.0
2669.4384,5.7214,55.3253,0.0944,0.0861,2.6824,0.3088,1,0.2433,0.6705,0.0,0.0
2669.5908,5.7187,55.7468,0.0925,0.0866,2.6717,0.3954,1,0.304,0.6063,0.0,0.003
2669.7432,5.6832,57.3865,0.0916,0.0963,2.6506,0.453,1,0.0392,0.6533,0.0,0.2112
2669.8956,5.6822,58.9294,0.0922,0.1031,2.6295,0.4954,1,0.0009,0.6081,0.0,0.2879
2670.048,5.731,61.1026,0.0925,0.0857,2.6073,0.5775,2,0.0115,0.4703,0.0587,0.3642
2670.2004,5.6969,62.0224,0.0953,0.0294,2.5824,0.7147,4,0.64,0.0176,0.185,0.0982
2670.3528,5.7303,63.4229,0.0975,0.016,2.5575,0.9879,2,0.4071,0.0,0.2487,0.2883
2670.5052,5.7298,67.8599,0.0976,0.0017,2.5335,0.9991,6,0.0205,0.0002,0.3474,0.5743
2670.6576,5.7284,67.2314,0.0987,0.0,2.5373,1.0,6,0.0,0.0106,0.3553,0.577
2670.81,5.7271,64.5503,0.1035,0.0,2.5411,1.0,2,0.1571,0.0105,0.3359,0.4425
2670.9624,5.7245,65.1021,0.1119,0.0,2.5449,1.0,2,0.2773,0.0005,0.3364,0.3317
2671.1148,5.6365,66.8533,0.1199,0.0,2.5485,1.0,2,0.3183,0.0,0.3451,0.2811
2671.2672,5.6359,65.3546,0.1284,0.0146,2.5522,0.053,4,0.5977,0.0,0.2919,0.0488
2671.4196,5.7393,64.8866,0.132,0.029,2.5558,0.0,4,0.6759,0.0,0.253,0.0013
2671.572,5.706,65.9463,0.136,0.0556,2.5584,0.002,4,0.5924,0.1102,0.2053,0.0035
2671.7244,5.7899,67.7994,0.1296,0.0877,2.5599,0.1858,2,0.0356,0.3757,0.1519,0.3245
2671.8768,5.8221,64.1234,0.118,0.0922,2.5614,0.2733,2,0.3802,0.264,0.0942,0.1543
